331.217451,20.464000
336.434243,114.961000
279.932135,172.588000
202.200396,232.722000
136.850283,292.364000
71.344236,350.565000
31.240999,407.161000
49.396356,464.460000
65.192024,522.064000
63.253458,578.717000
57.280014,635.454000
40.199502,691.463000
51.224994,750.239000
54.451814,808.903000
53.150729,870.766000
53.814496,928.397000
51.623638,985.306000
52.345009,1045.980000
52.345009,1103.976000
52.345009,1162.038000
52.325902,1218.751000
50.911688,1277.006000
52.345009,1333.333000
53.037722,1392.496000
51.623638,1447.754000
52.345009,1502.762000
53.075418,1562.579000
52.325902,1623.705000
52.325902,1680.908000
52.345009,1739.353000
53.037722,1799.598000
51.623638,1857.434000
51.623638,1916.873000
52.325902,1974.556000
52.325902,2030.523000
51.623638,2088.339000
51.623638,2145.963000
53.758720,2205.059000
53.037722,2266.150000
52.325902,2325.104000
51.623638,2381.899000
52.345009,2438.911000
53.037722,2500.714000
51.623638,2557.998000
52.325902,2615.126000
54.488531,2673.719000
53.037722,2734.286000
53.740115,2791.552000
51.623638,2851.922000
52.325902,2911.676000
51.623638,2970.494000
51.623638,3026.934000
51.623638,3081.375000
53.758720,3139.312000
52.325902,3198.146000
50.911688,3255.102000
52.345009,3311.020000
53.037722,3368.950000
52.345009,3427.373000
52.325902,3484.843000
52.345009,3540.102000
53.037722,3596.485000
51.623638,3652.111000
52.345009,3707.444000
52.345009,3767.462000
51.623638,3824.475000
51.623638,3881.872000
50.911688,3938.096000
53.075418,3997.672000
53.037722,4054.677000
52.325902,4112.299000
52.345009,4171.222000
52.345009,4231.047000
52.345009,4288.362000
51.623638,4344.690000
52.345009,4402.462000
53.758720,4460.932000
51.623638,4517.004000
51.623638,4574.079000
52.345009,4638.120000
52.325902,4694.871000
51.623638,4750.910000
52.345009,4810.358000
53.037722,4869.377000
51.623638,4925.644000
52.345009,4982.399000
52.345009,5041.610000
52.345009,5100.932000
51.623638,5156.535000
52.345009,5216.312000
53.037722,5278.634000
52.345009,5333.935000
52.345009,5391.536000
51.623638,5447.315000
52.345009,5504.554000
52.345009,5563.554000
53.075418,5619.653000
53.758720,5679.571000
52.325902,5737.131000
51.623638,5793.325000
51.623638,5853.305000
52.345009,5910.900000
53.075418,5967.850000
